CustomerID,Date,Amount,Category,Location,Payment_Method
327,2024-05-10,1489.98,,Los Angeles,
341,2022-12-04,1009.91,Toys,Phoenix,Cash
276,2024-03-28,102.51,,Los Angeles,Debit Card
379,2023-10-29,1713.62,Books,,
21,2022-09-30,1099.47,Clothing,,Debit Card
470,2022-05-16,1040.34,Electronics,Los Angeles,Debit Card
390,2023-04-21,187.52,Electronics,Chicago,
245,2022-03-27,946.83,Clothing,Phoenix,Cash
250,2022-01-10,1159.24,Clothing,,Credit Card
100,2023-10-13,1224.97,,New York,PayPal
308,2023-10-09,344.83,,Houston,Cash
331,2023-06-29,490.53,Toys,,Cash
321,2024-02-14,1890.85,,New York,PayPal
261,2022-06-17,349.38,Beauty,,PayPal
442,2023-10-16,1370.79,Grocery,Los Angeles,Credit Card
110,2022-11-09,633.23,,Houston,Credit Card
475,2023-08-08,1340.49,Home,Los Angeles,Debit Card
403,2022-06-11,1216.35,Grocery,Chicago,Cash
335,2023-03-03,1557.31,Toys,Los Angeles,PayPal
439,2023-01-15,281.42,Home,,PayPal
162,2023-03-12,1122.21,Beauty,New York,Credit Card
361,2023-11-09,1430.51,Toys,,PayPal
219,2022-11-30,1111.72,Books,,Debit Card
226,2022-04-20,139.6,Grocery,Chicago,
370,2022-02-17,1560.27,Beauty,,
144,2023-08-24,743.79,Clothing,New York,
276,2022-10-19,213.17,Grocery,,Credit Card
397,2024-04-24,295.06,Grocery,Phoenix,PayPal
288,2022-09-09,648.96,,,
272,2023-12-08,33.92,Clothing,,
161,2023-01-05,1809.26,,,Debit Card
240,2023-01-06,659.35,Toys,Chicago,Cash
12,2023-10-20,815.67,Beauty,,Credit Card
426,2023-06-09,740.68,Beauty,New York,Cash
168,2023-05-19,558.12,Home,,Credit Card
290,2023-07-26,1558.98,,Los Angeles,Cash
45,2023-04-25,1216.16,Books,,Credit Card
221,2023-04-22,897.09,Grocery,,PayPal
332,2023-04-10,1050.71,Beauty,New York,Credit Card
4,2023-02-04,27.93,Books,Chicago,Credit Card
439,2023-11-22,1533.24,,Houston,
395,2022-12-30,1785.42,Grocery,Los Angeles,Debit Card
93,2023-07-01,1199.86,Electronics,,Debit Card
489,2022-11-19,1856.22,Books,Los Angeles,PayPal
139,2022-08-11,1542.41,Electronics,Los Angeles,Credit Card
486,2023-03-31,1733.74,Books,Houston,Credit Card
205,2024-02-29,754.81,Clothing,New York,Debit Card
297,2022-05-05,317.39,Books,New York,Credit Card
184,2022-11-21,824.41,Books,New York,Cash
131,2023-04-13,22.45,Beauty,,Credit Card
440,2023-01-05,1890.92,Clothing,Houston,
360,2023-10-22,1618.44,,New York,PayPal
460,2022-05-25,1693.3,Grocery,Phoenix,Credit Card
80,2023-04-27,1522.2,Electronics,Phoenix,Debit Card
339,2023-09-25,823.9,Grocery,Houston,Debit Card
266,2024-01-30,1616.93,Grocery,Chicago,Credit Card
16,2022-11-10,801.35,Home,,PayPal
15,2022-12-06,47.28,,New York,
468,2023-07-07,747.84,,Los Angeles,Debit Card
179,2022-04-05,833.96,Clothing,New York,Credit Card
213,2023-07-04,875.24,Electronics,Chicago,Credit Card
463,2022-11-27,1309.31,Home,Phoenix,
245,2024-05-01,1702.46,Books,Los Angeles,Debit Card
413,2022-08-19,1315.01,Clothing,,Credit Card
315,2022-08-20,493.85,Toys,Chicago,
343,2023-06-14,1150.11,Toys,,Debit Card
192,2023-08-17,1470.18,Electronics,,Credit Card
407,2022-07-06,18.79,Electronics,,Debit Card
166,2024-05-28,681.24,Beauty,Houston,Debit Card
135,2022-05-01,1487.37,,Chicago,PayPal
96,2024-04-06,1742.66,,Houston,
439,2023-06-16,518.36,Home,Houston,
279,2022-08-21,1949.93,Clothing,New York,Cash
65,2022-11-11,899.66,,New York,Cash
420,2023-06-08,381.7,Books,,Credit Card
382,2023-09-08,1557.67,,Phoenix,Credit Card
186,2023-12-12,1893.8,,Los Angeles,PayPal
349,2023-10-12,1716.47,Books,,
483,2023-03-11,1715.17,Toys,New York,Credit Card
462,2023-03-08,1786.43,,Chicago,Debit Card
154,2023-07-24,1332.92,Books,,Cash
35,2023-02-25,272.01,,,Debit Card
414,2022-09-06,776.39,Grocery,,Credit Card
100,2022-12-25,131.77,Toys,Los Angeles,Credit Card
379,2023-11-20,295.21,,Los Angeles,
168,2022-11-15,1043.72,,Los Angeles,
421,2024-01-31,1216.17,Grocery,New York,
140,2022-02-11,756.82,Toys,New York,
300,2023-12-28,1379.79,,,PayPal
53,2024-01-20,1202.67,Home,Los Angeles,
360,2023-03-08,103.87,Clothing,,PayPal
376,2022-09-15,1276.93,Home,Houston,
183,2022-04-14,1423.32,,Los Angeles,Cash
303,2022-09-30,198.97,,Phoenix,Cash
193,2023-11-15,759.0,Clothing,Phoenix,
295,2024-02-22,469.61,Beauty,,Credit Card
21,2024-03-18,874.89,,Phoenix,Cash
205,2023-10-06,1486.22,Beauty,,Credit Card
93,2022-04-12,577.48,Beauty,,Credit Card
435,2023-01-03,1634.92,Home,Chicago,Debit Card
402,2023-10-13,518.98,Grocery,Los Angeles,Cash
281,2024-01-29,796.65,Home,,Debit Card
439,2022-12-27,1228.97,Books,Chicago,PayPal
370,2023-02-20,618.98,,,Debit Card
104,2023-12-26,965.74,Home,,Credit Card
387,2022-06-22,638.75,Clothing,Los Angeles,Cash
260,2023-07-28,585.37,,Phoenix,Debit Card
357,2022-04-06,171.99,Beauty,,PayPal
175,2023-02-11,257.39,Beauty,New York,
455,2023-09-21,1135.91,Clothing,Chicago,Debit Card
21,2022-06-08,1331.72,Toys,New York,Credit Card
356,2022-09-09,1749.02,,,Debit Card
152,2022-01-22,1713.64,,,Credit Card
283,2022-07-16,818.77,,Phoenix,Credit Card
455,2023-02-01,1491.05,Home,,PayPal
187,2022-08-29,633.51,Home,New York,
441,2023-12-21,486.26,,Phoenix,Debit Card
470,2023-06-04,1413.79,,Chicago,Credit Card
310,2022-12-23,1432.3,,,Debit Card
295,2023-04-17,1233.8,,Phoenix,Credit Card
88,2023-10-28,105.67,Home,Houston,
350,2024-01-07,544.94,Toys,,Credit Card
252,2024-02-22,1884.92,Beauty,Los Angeles,
276,2022-11-08,654.37,,Houston,Debit Card
349,2022-01-07,1941.49,Electronics,,PayPal
397,2023-09-21,117.89,Beauty,,Debit Card
128,2024-03-03,1515.23,Grocery,,Debit Card
476,2022-05-03,656.9,Clothing,Houston,Cash
351,2023-02-22,756.39,,Los Angeles,PayPal
160,2023-12-26,855.03,Toys,Houston,Credit Card
206,2022-12-26,1971.13,Clothing,Chicago,Credit Card
269,2023-09-13,112.41,,New York,
87,2022-01-13,-0.63,Beauty,Chicago,Credit Card
291,2024-05-29,129.47,Grocery,Los Angeles,
94,2022-12-20,184.9,Grocery,Phoenix,PayPal
457,2024-05-16,1758.14,Grocery,Phoenix,Debit Card
228,2023-07-05,1775.35,Clothing,,PayPal
56,2022-07-04,1176.11,Grocery,New York,Credit Card
80,2022-12-12,1875.01,,,Credit Card
484,2023-07-22,121.58,Books,Chicago,Debit Card
419,2024-03-24,802.61,Home,New York,Credit Card
466,2024-02-12,1676.52,Clothing,,Cash
336,2023-06-24,1121.62,,Phoenix,Credit Card
330,2022-11-25,262.31,Books,Chicago,
223,2023-05-18,37.91,Clothing,Chicago,Cash
200,2024-03-16,1539.19,Electronics,Phoenix,Credit Card
46,2023-08-25,1493.18,,Los Angeles,
25,2022-02-18,1933.2,Beauty,Los Angeles,PayPal
27,2023-12-02,1746.15,,Phoenix,Debit Card
349,2022-08-08,188.29,Grocery,Los Angeles,
366,2022-07-31,1138.0,Electronics,New York,Credit Card
353,2022-10-25,-0.48,Books,,PayPal
200,2023-01-16,1834.34,Beauty,New York,Debit Card
127,2022-09-22,1762.71,Beauty,,Cash
422,2022-10-12,1683.69,Books,,Credit Card
6,2023-02-09,74.02,,Los Angeles,
37,2022-04-29,309.44,,New York,Debit Card
86,2022-09-20,1910.19,Beauty,Chicago,Cash
439,2022-04-22,1519.59,Beauty,,Debit Card
285,2022-07-25,245.5,Electronics,Houston,Credit Card
118,2022-03-27,1522.71,Clothing,Los Angeles,Credit Card
225,2023-03-29,1189.97,Electronics,,Cash
97,2024-01-13,629.02,Electronics,Los Angeles,PayPal
129,2022-12-25,918.69,Electronics,Houston,Credit Card
150,2022-08-19,359.77,Books,Chicago,
13,2022-03-13,1685.28,,Chicago,Cash
281,2022-02-28,213.85,Clothing,Houston,Cash
317,2024-01-12,1864.93,Home,New York,Debit Card
351,2023-01-26,-3.12,Electronics,,Credit Card
62,2024-02-20,1252.86,,New York,Credit Card
467,2023-08-09,1286.03,Toys,,Cash
467,2023-12-01,976.03,Toys,Chicago,
471,2023-04-11,1068.27,Home,Los Angeles,Debit Card
375,2023-02-02,1998.27,Grocery,Chicago,
413,2022-02-13,914.46,,,Debit Card
65,2022-12-28,408.28,Beauty,Houston,Credit Card
232,2023-02-02,921.67,Home,Chicago,
371,2022-09-09,426.09,Books,Phoenix,Debit Card
374,2023-09-26,720.46,,Phoenix,Credit Card
158,2022-05-25,935.17,,,Credit Card
427,2023-10-01,818.36,Books,Los Angeles,PayPal
81,2023-06-14,857.89,,New York,
291,2022-10-07,1967.1,Grocery,,Credit Card
411,2023-02-26,626.15,Books,,
477,2023-09-18,1865.37,,,
347,2022-03-08,162.36,Electronics,,Credit Card
47,2023-01-01,398.04,Grocery,Los Angeles,PayPal
186,2022-11-20,1162.73,,Houston,PayPal
149,2024-04-01,1119.39,Grocery,Los Angeles,Credit Card
467,2022-06-12,1118.94,,,PayPal
463,2022-04-27,1324.38,Grocery,Houston,Credit Card
70,2023-04-30,752.53,Grocery,,Credit Card
419,2023-03-28,1165.63,Grocery,Houston,Credit Card
485,2022-12-19,1770.06,Clothing,Chicago,Credit Card
320,2023-02-08,1832.7,Clothing,,
325,2023-12-30,1583.49,Clothing,Chicago,Cash
254,2023-03-04,1983.32,Home,,PayPal
144,2022-01-25,974.11,Grocery,New York,
157,2023-03-20,668.41,Toys,,
195,2023-04-27,753.83,Electronics,,
193,2024-04-02,1020.29,Beauty,Houston,
483,2022-09-25,1100.29,,Chicago,PayPal
231,2022-03-28,1609.01,Home,,Cash
12,2024-04-05,1521.75,Books,New York,Debit Card
414,2023-09-25,131.47,,,PayPal
55,2022-02-27,1405.34,Books,,Credit Card
368,2022-01-04,860.27,Books,Los Angeles,Credit Card
199,2023-06-27,377.2,Books,,Credit Card
96,2024-01-20,1349.08,Electronics,Houston,Debit Card
41,2022-07-22,519.16,,Phoenix,Debit Card
360,2022-07-12,365.97,Home,,Debit Card
326,2022-10-31,1199.12,,,PayPal
129,2024-01-24,473.95,Electronics,,
387,2022-03-05,116.19,Home,,Credit Card
419,2023-11-22,1526.51,,New York,
164,2023-01-06,1393.13,Clothing,Phoenix,PayPal
164,2024-01-31,1620.04,Home,Houston,PayPal
161,2024-02-02,372.47,Grocery,New York,
239,2022-11-29,1846.13,Beauty,Houston,Credit Card
73,2023-01-30,833.39,Electronics,,Debit Card
196,2023-10-10,290.26,Home,New York,Credit Card
242,2022-12-12,387.49,,Houston,Debit Card
490,2022-10-12,447.76,,Phoenix,
223,2022-06-13,969.56,Electronics,Chicago,Credit Card
166,2023-09-15,571.54,Books,Phoenix,Credit Card
214,2022-11-12,1259.33,Home,,PayPal
220,2023-09-06,250.15,Toys,Chicago,
353,2023-01-14,1126.31,,New York,Credit Card
214,2022-12-01,1373.45,Home,,Credit Card
285,2024-03-23,655.43,Books,Los Angeles,PayPal
294,2022-08-23,1413.29,Books,,Debit Card
241,2022-11-17,1017.03,Clothing,Houston,Debit Card
42,2023-04-19,1201.23,Toys,New York,Credit Card
99,2022-10-10,1420.93,Home,,Credit Card
115,2022-12-02,705.9,,Phoenix,Debit Card
490,2022-11-18,1205.59,,Los Angeles,
473,2022-05-04,584.2,Electronics,,Debit Card
259,2024-03-20,745.78,Electronics,Chicago,PayPal
152,2024-02-20,837.06,Home,Houston,Debit Card
196,2023-09-01,882.72,Home,New York,PayPal
102,2023-04-10,562.37,Grocery,Chicago,Credit Card
445,2023-05-04,731.33,Home,,
14,2023-10-24,641.01,Grocery,Chicago,Cash
18,2022-11-28,1126.89,Electronics,Phoenix,Credit Card
366,2022-03-07,1853.17,Grocery,Los Angeles,Credit Card
482,2022-04-05,1506.87,Home,Chicago,Credit Card
385,2023-02-15,1085.67,,Houston,
356,2024-04-22,169.84,Books,Houston,Debit Card
467,2022-08-21,470.92,,New York,Credit Card
358,2022-02-13,74.77,Books,Los Angeles,Debit Card
166,2023-10-12,1337.23,Electronics,Phoenix,PayPal
343,2023-03-01,1095.56,Electronics,Los Angeles,Cash
118,2022-01-08,692.26,Clothing,Phoenix,PayPal
425,2022-08-06,296.03,Electronics,,
137,2023-06-08,770.72,Books,,Cash
101,2022-09-24,779.19,Toys,Houston,Credit Card
496,2023-06-09,1537.73,Books,Los Angeles,Credit Card
412,2022-07-30,392.29,Toys,,
454,2022-11-07,715.49,Electronics,,
456,2022-09-16,425.78,Electronics,Chicago,Credit Card
93,2022-07-31,994.18,Beauty,,PayPal
201,2022-06-19,1840.85,,Phoenix,Cash
342,2022-09-12,146.12,Clothing,New York,Credit Card
439,2022-01-01,599.93,Beauty,,Cash
50,2022-08-09,1288.0,Beauty,,PayPal
214,2022-11-01,1538.59,Clothing,Chicago,Debit Card
477,2024-03-30,1828.28,Clothing,,
406,2023-05-03,340.91,Clothing,New York,
446,2023-12-13,1110.46,Toys,New York,
33,2022-06-06,423.11,Beauty,,Credit Card
255,2023-04-22,818.97,Electronics,Phoenix,Credit Card
492,2022-10-15,1416.9,,Los Angeles,PayPal
140,2022-07-12,461.99,,,Credit Card
23,2024-05-05,1712.57,,,Credit Card
367,2022-02-18,565.9,Clothing,Phoenix,PayPal
242,2023-01-18,1313.79,Home,,Cash
165,2022-12-22,808.07,Beauty,Chicago,Credit Card
393,2024-04-13,1342.04,,,Cash
493,2023-09-09,498.93,Grocery,Chicago,PayPal
231,2023-11-28,320.2,Electronics,Chicago,Cash
321,2022-12-16,1075.82,Grocery,,Cash
418,2024-04-24,1383.36,Clothing,,Credit Card
257,2023-06-17,198.67,Electronics,Chicago,Cash
85,2023-12-02,1416.6,Home,Houston,Credit Card
429,2023-07-16,1873.23,,,Credit Card
180,2023-12-06,1500.65,Clothing,Los Angeles,
80,2024-02-11,368.55,Electronics,,Cash
254,2022-03-15,1386.82,Toys,Los Angeles,Credit Card
108,2022-04-09,1902.62,Books,New York,Credit Card
62,2024-04-27,1549.9,Clothing,New York,PayPal
61,2023-01-02,1319.79,Electronics,,Cash
199,2022-11-08,851.33,,,Cash
348,2022-02-02,994.99,Home,New York,PayPal
441,2024-02-10,1073.42,Clothing,Houston,
451,2023-12-03,975.52,Electronics,Houston,Credit Card
389,2023-05-02,496.83,Clothing,New York,Debit Card
367,2022-04-07,903.92,Home,Los Angeles,Cash
18,2023-07-20,1552.1,,Los Angeles,Cash
6,2023-08-31,1724.06,Electronics,Phoenix,Credit Card
93,2023-12-15,1125.75,,,
300,2023-06-14,977.11,,Chicago,Debit Card
308,2022-04-23,1370.48,Clothing,Los Angeles,Credit Card
3,2024-02-02,1611.67,Grocery,,Credit Card
94,2023-12-01,1162.98,,Los Angeles,
359,2022-04-29,194.09,Grocery,Los Angeles,
310,2023-03-25,987.25,Beauty,New York,
356,2023-07-11,203.72,,New York,PayPal
360,2022-03-08,165.36,Home,Houston,Credit Card
125,2022-05-21,233.23,Grocery,New York,Cash
101,2023-07-14,740.37,Toys,Houston,Credit Card
337,2023-02-28,222.86,Electronics,Los Angeles,Debit Card
69,2023-02-05,12.5,Electronics,Phoenix,Credit Card
341,2023-06-28,7.8,Grocery,Chicago,Debit Card
411,2023-11-11,944.27,,Los Angeles,Credit Card
284,2023-07-09,1715.97,Clothing,Los Angeles,
262,2024-02-18,126.67,,New York,Cash
321,2024-05-09,1247.5,Books,,PayPal
386,2022-11-25,1559.07,Electronics,Los Angeles,
192,2023-09-13,1671.11,Books,,Debit Card
487,2023-02-21,1288.54,Grocery,Los Angeles,Cash
255,2023-03-20,1195.64,Beauty,New York,Cash
457,2024-03-02,1279.21,Home,Chicago,Credit Card
333,2022-12-16,600.03,,Phoenix,PayPal
438,2023-06-08,970.45,,,Cash
403,2023-04-26,667.52,,Chicago,Cash
324,2023-10-07,529.11,Toys,,PayPal
117,2022-11-28,1813.51,Books,Chicago,PayPal
172,2023-02-26,549.83,Beauty,,
314,2022-05-23,1602.51,Toys,Los Angeles,
365,2022-11-25,400.97,,Phoenix,Cash
371,2022-10-26,1273.58,Books,Phoenix,
94,2024-04-09,988.88,Books,Houston,Credit Card
478,2023-07-05,676.21,Toys,Phoenix,Credit Card
495,2023-07-18,1967.57,Electronics,New York,Debit Card
131,2023-04-11,1868.85,,Phoenix,PayPal
216,2022-02-22,1962.97,,Phoenix,Credit Card
199,2022-05-24,354.02,Home,,Credit Card
36,2023-07-16,1065.8,Grocery,,Credit Card
352,2022-02-10,1781.54,Electronics,New York,Credit Card
320,2022-10-19,853.9,Books,Los Angeles,Cash
385,2023-07-20,700.64,Books,Los Angeles,Credit Card
163,2022-06-25,1609.48,Beauty,Los Angeles,Cash
489,2023-08-08,1478.32,Toys,,Credit Card
127,2022-08-15,476.47,Grocery,Los Angeles,Debit Card
2,2022-11-12,864.74,Beauty,Houston,Debit Card
434,2023-12-31,882.71,Grocery,,Credit Card
385,2023-07-09,1527.76,Books,,Credit Card
449,2022-11-26,31.64,,Phoenix,Credit Card
311,2022-05-28,1403.95,Beauty,Los Angeles,Credit Card
161,2022-10-08,490.02,Toys,Los Angeles,Credit Card
241,2023-12-04,1869.88,Books,,
366,2023-02-03,1139.03,Home,Houston,Credit Card
371,2023-03-11,169.82,Toys,Chicago,Debit Card
467,2023-05-06,307.78,Books,,Cash
307,2022-07-20,1690.26,Beauty,Chicago,Credit Card
47,2022-06-12,175.68,,New York,PayPal
478,2022-06-02,579.24,Beauty,Chicago,Debit Card
160,2022-03-10,455.95,Clothing,Phoenix,Credit Card
401,2024-01-29,343.65,,Houston,Credit Card
121,2023-09-10,1422.18,Clothing,,Credit Card
401,2022-05-08,1555.91,,,PayPal
79,2022-07-11,483.75,Electronics,Chicago,Debit Card
263,2023-05-28,1004.06,Electronics,Houston,Debit Card
241,2022-05-16,476.27,Home,Phoenix,PayPal
233,2022-04-23,1423.99,Grocery,,Cash
35,2022-05-20,-8.85,,Phoenix,Credit Card
203,2024-01-14,801.84,,Houston,
182,2023-08-15,1433.9,Beauty,,PayPal
209,2024-05-28,994.45,Electronics,Los Angeles,Credit Card
189,2022-04-29,1204.84,Beauty,Houston,Credit Card
13,2022-07-23,1498.13,Books,Houston,
231,2024-03-20,1515.1,Grocery,,PayPal
73,2023-03-26,498.37,Beauty,Houston,
452,2022-05-14,825.76,Electronics,Los Angeles,Debit Card
473,2023-01-19,96.77,,Houston,
40,2022-12-30,1640.4,,Houston,Credit Card
445,2022-03-11,698.49,Books,Chicago,Cash
52,2023-12-30,1118.8,Electronics,New York,Cash
267,2023-04-05,800.86,,Chicago,Cash
189,2023-06-14,1167.1,,,Credit Card
264,2024-01-17,1495.36,,New York,Debit Card
194,2024-01-02,874.12,Toys,Los Angeles,Debit Card
101,2023-01-29,544.28,Books,New York,Credit Card
489,2023-03-05,1134.28,Beauty,,Debit Card
291,2022-08-04,-8.86,Clothing,Los Angeles,Credit Card
248,2022-08-13,931.3,Grocery,,Credit Card
343,2022-12-17,1229.76,Home,,Credit Card
133,2023-07-16,1777.23,Home,,
80,2024-05-05,1430.29,,,PayPal
399,2022-08-20,1628.01,Beauty,Houston,PayPal
261,2024-01-12,1982.54,Electronics,Phoenix,PayPal
132,2022-06-01,1105.58,Books,Los Angeles,Credit Card
475,2023-07-10,1006.75,Beauty,,Credit Card
170,2022-09-06,316.52,,,Credit Card
475,2023-03-23,805.91,Beauty,Los Angeles,Credit Card
16,2023-01-15,227.64,Books,Houston,Credit Card
203,2023-02-20,854.51,Books,Chicago,Debit Card
85,2023-09-05,647.56,Beauty,,Credit Card
43,2022-01-09,291.59,Beauty,Houston,Credit Card
407,2023-10-26,295.29,Electronics,New York,Credit Card
69,2024-05-13,727.2,Home,,Cash
473,2022-06-24,1793.08,,New York,PayPal
316,2022-03-15,1661.92,Toys,Los Angeles,Credit Card
437,2023-10-21,1549.91,,New York,Credit Card
353,2023-02-07,1702.83,Grocery,,Credit Card
184,2022-11-10,580.24,Beauty,Houston,Debit Card
434,2022-12-01,413.2,,Los Angeles,
41,2022-05-01,286.84,,Los Angeles,Debit Card
145,2023-12-06,633.1,Books,,Credit Card
63,2023-11-16,1884.58,,,Cash
364,2023-04-30,1308.93,Home,Los Angeles,Credit Card
34,2024-04-02,496.89,Grocery,,Credit Card
495,2023-12-28,1723.77,,Los Angeles,PayPal
363,2022-11-19,1915.71,Grocery,New York,Debit Card
213,2022-12-09,287.82,Grocery,Los Angeles,Cash
491,2022-07-27,1438.78,Beauty,New York,Credit Card
365,2023-09-22,739.78,Electronics,New York,Credit Card
497,2022-08-05,287.09,,Chicago,Cash
271,2023-09-20,1852.42,Books,Houston,
233,2023-08-29,1089.72,,,Credit Card
171,2024-03-21,116.22,Beauty,Houston,Cash
473,2023-08-29,438.03,Toys,Chicago,
419,2023-08-17,500.83,Toys,New York,Cash
114,2023-04-06,470.35,Electronics,Houston,Credit Card
411,2023-07-03,1626.99,,Houston,Credit Card
488,2024-02-25,1276.44,Toys,,Cash
255,2022-08-07,1063.52,,Chicago,Credit Card
474,2023-07-29,1448.7,Grocery,Phoenix,
351,2022-12-03,1290.15,,New York,Credit Card
384,2022-06-23,1311.49,Toys,Houston,Debit Card
105,2023-01-06,186.18,Toys,Chicago,Cash
328,2022-06-09,1745.17,Electronics,Los Angeles,Credit Card
407,2022-10-04,1929.94,Clothing,,Credit Card
257,2024-03-09,1064.53,,New York,Credit Card
143,2022-12-31,1575.89,Home,Los Angeles,Credit Card
280,2024-01-13,26.64,Clothing,New York,Debit Card
83,2023-12-08,1064.97,,,
175,2024-03-22,1511.08,Clothing,,Cash
207,2022-07-14,1238.36,,,Cash
35,2024-02-02,445.77,,Phoenix,Credit Card
329,2022-02-12,63.12,Books,New York,Cash
341,2023-10-27,670.84,Electronics,Chicago,Credit Card
432,2023-06-18,1118.44,Clothing,Phoenix,Debit Card
284,2024-01-14,1520.78,Clothing,Phoenix,Credit Card
327,2022-11-16,1069.53,Beauty,Chicago,Credit Card
29,2023-11-12,1927.8,Grocery,,PayPal
79,2024-05-20,818.18,Clothing,Phoenix,PayPal
158,2023-02-21,35.69,Toys,Chicago,Debit Card
446,2023-06-22,1201.84,Clothing,Chicago,Credit Card
136,2022-11-22,1775.7,Grocery,Phoenix,Debit Card
41,2022-10-11,616.09,,,Cash
41,2023-07-17,1869.77,,Chicago,Cash
52,2024-02-10,1860.88,Toys,Houston,Credit Card
138,2022-05-21,128.18,Electronics,New York,Credit Card
415,2023-07-09,204.85,Grocery,Phoenix,Cash
127,2022-06-22,362.11,Clothing,,Credit Card
268,2023-08-14,1587.27,Books,Houston,Cash
221,2023-11-14,770.77,,Chicago,PayPal
499,2023-08-16,568.2,Books,Phoenix,Credit Card
131,2023-05-25,-7.08,Clothing,Houston,Cash
130,2023-08-14,360.56,Clothing,,Debit Card
21,2022-09-13,1487.21,Clothing,,Credit Card
112,2022-04-26,1144.9,Books,,Credit Card
8,2022-12-16,404.73,Grocery,Los Angeles,
64,2022-11-29,1954.27,Beauty,,Cash
228,2024-05-28,1266.45,Books,Houston,PayPal
341,2023-11-10,477.96,,Chicago,Credit Card
2,2022-06-12,113.42,Electronics,,Credit Card
105,2022-10-22,272.8,Toys,Los Angeles,Credit Card
243,2023-06-27,121.24,,Chicago,PayPal
231,2022-10-10,1677.33,Beauty,Chicago,Debit Card
225,2022-01-18,1559.83,,Houston,Debit Card
283,2022-05-29,210.75,Home,Phoenix,PayPal
140,2023-06-13,1596.92,Beauty,New York,Credit Card
454,2022-10-17,496.72,Books,,
439,2024-03-29,1848.11,Grocery,,Credit Card
2,2022-01-21,648.03,,Houston,Cash
247,2022-04-22,1462.56,Beauty,Chicago,
301,2023-02-16,1336.37,Home,New York,Credit Card
101,2022-11-29,82.06,Home,Chicago,Credit Card
273,2022-08-22,855.95,,New York,
290,2022-08-25,815.58,Electronics,Los Angeles,Credit Card
379,2023-11-29,1979.45,,Houston,
378,2023-01-15,184.68,Toys,New York,Cash
144,2023-04-06,1785.14,Clothing,Chicago,Debit Card
48,2024-03-21,1192.63,Books,New York,Credit Card
278,2024-02-15,1388.7,Electronics,,Credit Card
111,2022-12-05,191.19,,Phoenix,Debit Card
143,2023-01-01,1504.19,,,Debit Card
50,2023-08-09,32.94,Toys,Los Angeles,Debit Card
120,2024-01-21,350.58,Books,Los Angeles,Debit Card
32,2022-08-20,1233.48,Electronics,New York,
105,2024-02-14,1759.13,Toys,,
353,2022-06-12,942.2,Electronics,Los Angeles,PayPal
90,2023-03-07,208.13,Grocery,Los Angeles,Credit Card
56,2023-12-18,1623.33,Toys,,Cash
453,2023-08-29,1796.94,Home,Houston,Debit Card
305,2023-08-04,423.33,,Houston,Debit Card
407,2022-11-20,513.06,Books,,Credit Card
152,2023-07-03,924.39,Clothing,,Cash
356,2022-02-25,451.77,,,Credit Card
203,2023-08-18,1422.02,Grocery,New York,Cash
449,2022-05-10,473.37,Electronics,Phoenix,Cash
38,2023-07-20,157.97,,Phoenix,Credit Card
171,2024-04-27,348.4,Beauty,Houston,Debit Card
405,2023-10-14,169.66,Grocery,Phoenix,Credit Card
370,2022-03-24,1472.86,Home,Houston,Debit Card
434,2022-02-03,1528.61,Electronics,,
442,2022-02-01,158.1,Grocery,,
300,2023-12-06,372.75,Clothing,Houston,Cash
30,2024-02-06,1936.97,Electronics,,Debit Card
161,2022-04-28,1587.33,,,PayPal
134,2023-07-13,1623.66,,Houston,PayPal
467,2022-06-04,343.21,Toys,Phoenix,Cash
161,2022-02-11,1009.36,,New York,Credit Card
2,2022-09-09,749.57,Home,New York,PayPal
141,2023-02-19,749.22,Clothing,Los Angeles,Credit Card
138,2022-11-26,732.83,Electronics,Chicago,PayPal
402,2024-01-18,74.17,Electronics,,Credit Card
107,2023-09-09,1710.61,,Houston,Cash
9,2024-03-08,1268.85,,Los Angeles,Debit Card
138,2022-05-06,1729.16,Toys,,Cash
285,2024-01-27,-0.01,Toys,,
486,2022-09-12,1026.48,Beauty,,Debit Card
33,2022-09-06,301.27,Clothing,Los Angeles,
348,2022-06-24,1038.66,Toys,Houston,PayPal
125,2024-02-14,1431.15,Home,,
221,2022-11-14,1921.16,Toys,New York,Credit Card
421,2023-10-09,773.66,Home,,PayPal
444,2022-07-11,800.59,Books,,
279,2022-10-28,375.26,Electronics,,Credit Card
158,2022-10-14,1724.8,,Phoenix,Cash
471,2022-04-22,730.43,,,Cash
426,2022-12-06,1448.24,Grocery,Houston,Cash
32,2022-12-15,65.46,Electronics,,PayPal
470,2024-02-23,1646.11,Books,,Cash
162,2022-05-06,783.39,Books,,Debit Card
47,2023-09-07,904.04,,,Credit Card
311,2022-09-04,1182.57,Books,Houston,Debit Card
330,2022-08-20,68.81,Beauty,,Credit Card
490,2024-02-08,1219.87,,Houston,PayPal
49,2023-05-28,1715.34,,,Cash
6,2022-08-02,1638.9,Electronics,Phoenix,Credit Card
213,2022-05-11,1673.57,,New York,Debit Card
171,2023-12-21,989.68,Toys,,Cash
372,2022-01-04,1763.39,Books,Houston,PayPal
178,2022-03-01,143.27,Clothing,,Credit Card
328,2022-10-21,208.8,Toys,Los Angeles,Debit Card
245,2022-01-28,1168.98,Beauty,Los Angeles,Debit Card
81,2023-09-14,1199.95,Grocery,New York,Debit Card
172,2022-03-20,175.37,Electronics,,
