CustomerID,TransactionDate,Amount,ProductCategory,Location,PaymentMethod
CUST0350,2024-01-07,544.94,Toys,,Credit Card
CUST0252,2024-02-22,1884.92,Beauty,los angeles,
CUST0276,2022-11-08,654.37,,HOUSTON,Debit
CUST0349,2022-01-07,1941.49,Electronics,,paypal
CUST0397,2023-09-21,117.89,Beauty,,Debit
CUST0128,2024-03-03,1515.23,Grocery,,Debit
CUST0476,2022-05-03,656.9,Clothing,HOUSTON,cash
CUST0351,2023-02-22,756.39,,los angeles,paypal
CUST0160,2023-12-26,855.03,Toys,HOUSTON,Credit Card
CUST0206,2022-12-26,1971.13,Clothing,Chicago,CRD
CUST0269,2023-09-13,112.41,,New York,
CUST0087 ,2022-01-13,-0.63,Beauty,Chicago,Credit Card
CUST0291,2024-05-29,129.47,Grocery,los angeles,
CUST0094,2022-12-20,184.9,Grocery,Phoenix,paypal
CUST0457,2024-05-16,1758.14,Grocery,Phoenix,Debit
cust0228,2023-07-05,1775.35,Clothing,,paypal
CUST0056,2022-07-04,1176.11,Grocery,New York,CRD
CUST0080,2022-12-12,1875.01,,,CRD
CUST0484,2023-07-22,121.58,Books,Chicago,Debit
CUST0419,2024-03-24,802.61,Home,New York,CRD
CUST0466,2024-02-12,1676.52,Clothing,,cash
CUST0336,2023-06-24,1121.62,,Phoenix,CRD
CUST0330,2022-11-25,262.31,Books,Chicago,
CUST0223,2023-05-18,37.91,Clothing,Chicago,cash
CUST0200,2024-03-16,1539.19,Electronics,Phoenix,Credit Card
CUST0046,2023-08-25,1493.18,,los angeles,
CUST0025,2022-02-18,1933.2,Beauty,los angeles,paypal
CUST0027,2023-12-02,1746.15,,Phoenix,Debit
CUST0349,2022-08-08,188.29,Grocery,los angeles,
CUST0366,2022-07-31,1138.0,Electronics,New York,CRD
CUST0353,2022-10-25,-0.48,Books,,paypal
CUST0200,2023-01-16,1834.34,Beauty,New York,Debit
CUST0127,2022-09-22,1762.71,Beauty,,cash
CUST0462,2022-07-29,,Toys,HOUSTON,
CUST0422,2022-10-12,1683.69,Books,,CRD
CUST0006,2023-02-09,74.02,,los angeles,
CUST0037,2022-04-29,309.44,,New York,Debit
CUST0086,2022-09-20,1910.19,Beauty,Chicago,cash
CUST0439,2022-04-22,1519.59,Beauty,,Debit
CUST0285,2022-07-25,245.5,Electronics,HOUSTON,CRD
cust0118,2022-03-27,1522.71,Clothing,los angeles,CRD
CUST0225,2023-03-29,1189.97,Electronics,,cash
CUST0097,2024-01-13,629.02,Electronics,los angeles,paypal
CUST0129,2022-12-25,918.69,Electronics,HOUSTON,CRD
CUST0150,2022-08-19,359.77,Books,Chicago,
CUST0013,2022-03-13,1685.28,,Chicago,cash
CUST0281,2022-02-28,213.85,Clothing,HOUSTON,cash
CUST0317,2024-01-12,1864.93,Home,New York,Debit
CUST0351,2023-01-26,-3.12,Electronics,,CRD
CUST0062,2024-02-20,1252.86,,New York,Credit Card
CUST0467,2023-08-09,1286.03,Toys,,cash
CUST0467,2023-12-01,976.03,Toys,Chicago,
CUST0471,2023-04-11,1068.27,Home,los angeles,Debit
CUST0375,2023-02-02,1998.27,Grocery,Chicago,
CUST0413,2022-02-13,914.46,,,Debit
CUST0065,2022-12-28,408.28,Beauty,HOUSTON,CRD
CUST0232,2023-02-02,921.67,Home,Chicago,
CUST0371,2022-09-09,426.09,Books,Phoenix,Debit
CUST0374,2023-09-26,720.46,,Phoenix,CRD
CUST0158,2022-05-25,935.17,,,CRD
CUST0427,2023-10-01,818.36,Books,los angeles,paypal
CUST0081,2023-06-14,857.89,,New York,
CUST0291,2022-10-07,1967.1,Grocery,,CRD
CUST0411,2023-02-26,626.15,Books,,
CUST0477,2023-09-18,1865.37,,,
CUST0347,2022-03-08,162.36,Electronics,,Credit Card
CUST0047,2023-01-01,398.04,Grocery,los angeles,paypal
CUST0186,2022-11-20,1162.73,,HOUSTON,paypal
CUST0149,2024-04-01,1119.39,Grocery,los angeles,CRD
CUST0467,2022-06-12,1118.94,,,paypal
CUST0463,2022-04-27,1324.38,Grocery,HOUSTON,Credit Card
CUST0070,2023-04-30,752.53,Grocery,,Credit Card
CUST0419,2023-03-28,1165.63,Grocery,HOUSTON,Credit Card
CUST0485,2022-12-19,1770.06,Clothing,Chicago,Credit Card
CUST0320,2023-02-08,1832.7,Clothing,,
CUST0325,2023-12-30,1583.49,Clothing,Chicago,cash
CUST0254 ,2023-03-04,1983.32,Home,,paypal
CUST0144,2022-01-25,974.11,Grocery,New York,
CUST0157,2023-03-20,668.41,Toys,,
CUST0042,2022-02-02,,Electronics,,cash
CUST0195,2023-04-27,753.83,Electronics,,
CUST0193,2024-04-02,1020.29,Beauty,HOUSTON,
CUST0483,2022-09-25,1100.29,,Chicago,paypal
CUST0231,2022-03-28,1609.01,Home,,cash
CUST0012,2024-04-05,1521.75,Books,New York,Debit
CUST0079,2022-08-31,,Clothing,New York,
CUST0414,2023-09-25,131.47,,,paypal
CUST0055,2022-02-27,1405.34,Books,,Credit Card
CUST0368,2022-01-04,860.27,Books,los angeles,Credit Card
CUST0199,2023-06-27,377.2,Books,,CRD
CUST0096,2024-01-20,1349.08,Electronics,HOUSTON,Debit
CUST0041,2022-07-22,519.16,,Phoenix,Debit
CUST0360,2022-07-12,365.97,Home,,Debit
CUST0326,2022-10-31,1199.12,,,paypal
CUST0129,2024-01-24,473.95,Electronics,,
CUST0387,2022-03-05,116.19,Home,,Credit Card
CUST0419,2023-11-22,1526.51,,New York,
CUST0164,2023-01-06,1393.13,Clothing,Phoenix,paypal
CUST0164,2024-01-31,1620.04,Home,HOUSTON,paypal
CUST0161,2024-02-02,372.47,Grocery,New York,
CUST0239,2022-11-29,1846.13,Beauty,HOUSTON,CRD
CUST0073,2023-01-30,833.39,Electronics,,Debit
CUST0196,2023-10-10,290.26,Home,New York,CRD
CUST0339,2022-06-04,,Grocery,los angeles,Credit Card
CUST0242,2022-12-12,387.49,,HOUSTON,Debit
CUST0490,2022-10-12,447.76,,Phoenix,
CUST0223,2022-06-13,969.56,Electronics,Chicago,Credit Card
CUST0166,2023-09-15,571.54,Books,Phoenix,CRD
CUST0214,2022-11-12,1259.33,Home,,paypal
CUST0220,2023-09-06,250.15,Toys,Chicago,
CUST0353,2023-01-14,1126.31,,New York,Credit Card
CUST0214,2022-12-01,1373.45,Home,,CRD
CUST0285,2024-03-23,655.43,Books,los angeles,paypal
CUST0294,2022-08-23,1413.29,Books,,Debit
CUST0241,2022-11-17,1017.03,Clothing,HOUSTON,Debit
CUST0042,2023-04-19,1201.23,Toys,New York,CRD
CUST0099,2022-10-10,1420.93,Home,,Credit Card
CUST0115,2022-12-02,705.9,,Phoenix,Debit
CUST0490,2022-11-18,1205.59,,los angeles,
CUST0473,2022-05-04,584.2,Electronics,,Debit
CUST0259,2024-03-20,745.78,Electronics,Chicago,paypal
CUST0152 ,2024-02-20,837.06,Home,HOUSTON,Debit
CUST0196,2023-09-01,882.72,Home,New York,paypal
CUST0102,2023-04-10,562.37,Grocery,Chicago,Credit Card
CUST0445,2023-05-04,731.33,Home,,
CUST0014,2023-10-24,641.01,Grocery,Chicago,cash
CUST0018,2022-11-28,1126.89,Electronics,Phoenix,Credit Card
CUST0366,2022-03-07,1853.17,Grocery,los angeles,Credit Card
CUST0482,2022-04-05,1506.87,Home,Chicago,Credit Card
CUST0385,2023-02-15,1085.67,,HOUSTON,
CUST0356,2024-04-22,169.84,Books,HOUSTON,Debit
CUST0467,2022-08-21,470.92,,New York,Credit Card
CUST0358,2022-02-13,74.77,Books,los angeles,Debit
CUST0166,2023-10-12,1337.23,Electronics,Phoenix,paypal
CUST0343,2023-03-01,1095.56,Electronics,los angeles,cash
CUST0118,2022-01-08,692.26,Clothing,Phoenix,paypal
CUST0425,2022-08-06,296.03,Electronics,,
CUST0137,2023-06-08,770.72,Books,,cash
CUST0101,2022-09-24,779.19,Toys,HOUSTON,Credit Card
CUST0496,2023-06-09,1537.73,Books,los angeles,Credit Card
CUST0412,2022-07-30,392.29,Toys,,
CUST0454,2022-11-07,715.49,Electronics,,
CUST0456,2022-09-16,425.78,Electronics,Chicago,Credit Card
CUST0093,2022-07-31,994.18,Beauty,,paypal
CUST0201,2022-06-19,1840.85,,Phoenix,cash
CUST0342,2022-09-12,146.12,Clothing,New York,Credit Card
cust0439,2022-01-01,599.93,Beauty,,cash
CUST0050,2022-08-09,1288.0,Beauty,,paypal
CUST0214,2022-11-01,1538.59,Clothing,Chicago,Debit
CUST0477,2024-03-30,1828.28,Clothing,,
CUST0406 ,2023-05-03,340.91,Clothing,New York,
CUST0446,2023-12-13,1110.46,Toys,New York,
CUST0033,2022-06-06,423.11,Beauty,,CRD
CUST0255,2023-04-22,818.97,Electronics,Phoenix,Credit Card
CUST0492,2022-10-15,1416.9,,los angeles,paypal
CUST0140,2022-07-12,461.99,,,Credit Card
CUST0023,2024-05-05,1712.57,,,CRD
CUST0367,2022-02-18,565.9,Clothing,Phoenix,paypal
CUST0242,2023-01-18,1313.79,Home,,cash
CUST0165,2022-12-22,808.07,Beauty,Chicago,CRD
CUST0393,2024-04-13,1342.04,,,cash
CUST0493,2023-09-09,498.93,Grocery,Chicago,paypal
CUST0231,2023-11-28,320.2,Electronics,Chicago,cash
CUST0321,2022-12-16,1075.82,Grocery,,cash
CUST0418,2024-04-24,1383.36,Clothing,,CRD
CUST0257,2023-06-17,198.67,Electronics,Chicago,cash
CUST0085,2023-12-02,1416.6,Home,HOUSTON,Credit Card
CUST0429,2023-07-16,1873.23,,,CRD
CUST0180,2023-12-06,1500.65,Clothing,los angeles,
CUST0080,2024-02-11,368.55,Electronics,,cash
CUST0254,2022-03-15,1386.82,Toys,los angeles,CRD
CUST0108,2022-04-09,1902.62,Books,New York,Credit Card
CUST0062,2024-04-27,1549.9,Clothing,New York,paypal
CUST0061,2023-01-02,1319.79,Electronics,,cash
CUST0199,2022-11-08,851.33,,,cash
CUST0348,2022-02-02,994.99,Home,New York,paypal
CUST0441,2024-02-10,1073.42,Clothing,HOUSTON,
CUST0451,2023-12-03,975.52,Electronics,HOUSTON,Credit Card
CUST0389,2023-05-02,496.83,Clothing,New York,Debit
CUST0367,2022-04-07,903.92,Home,los angeles,cash
CUST0018,2023-07-20,1552.1,,los angeles,cash
CUST0006,2023-08-31,1724.06,Electronics,Phoenix,CRD
CUST0093,2023-12-15,1125.75,,,
CUST0300,2023-06-14,977.11,,Chicago,Debit
CUST0308,2022-04-23,1370.48,Clothing,los angeles,CRD
CUST0003,2024-02-02,1611.67,Grocery,,CRD
CUST0094,2023-12-01,1162.98,,los angeles,
CUST0359,2022-04-29,194.09,Grocery,los angeles,
CUST0310,2023-03-25,987.25,Beauty,New York,
CUST0356,2023-07-11,203.72,,New York,paypal
CUST0360,2022-03-08,165.36,Home,HOUSTON,CRD
CUST0125,2022-05-21,233.23,Grocery,New York,cash
CUST0101,2023-07-14,740.37,Toys,HOUSTON,Credit Card
CUST0337,2023-02-28,222.86,Electronics,los angeles,Debit
CUST0069,2023-02-05,12.5,Electronics,Phoenix,Credit Card
CUST0341,2023-06-28,7.8,Grocery,Chicago,Debit
CUST0411,2023-11-11,944.27,,los angeles,Credit Card
CUST0284,2023-07-09,1715.97,Clothing,los angeles,
CUST0262,2024-02-18,126.67,,New York,cash
CUST0321,2024-05-09,1247.5,Books,,paypal
CUST0386,2022-11-25,1559.07,Electronics,los angeles,
CUST0192,2023-09-13,1671.11,Books,,Debit
CUST0487,2023-02-21,1288.54,Grocery,los angeles,cash
CUST0255,2023-03-20,1195.64,Beauty,New York,cash
CUST0457,2024-03-02,1279.21,Home,Chicago,CRD
CUST0333,2022-12-16,600.03,,Phoenix,paypal
CUST0438,2023-06-08,970.45,,,cash
CUST0403,2023-04-26,667.52,,Chicago,cash
CUST0324,2023-10-07,529.11,Toys,,paypal
CUST0117,2022-11-28,1813.51,Books,Chicago,paypal
CUST0172,2023-02-26,549.83,Beauty,,
CUST0314,2022-05-23,1602.51,Toys,los angeles,
CUST0365,2022-11-25,400.97,,Phoenix,cash
CUST0371,2022-10-26,1273.58,Books,Phoenix,
CUST0094,2024-04-09,988.88,Books,HOUSTON,CRD
CUST0478,2023-07-05,676.21,Toys,Phoenix,Credit Card
CUST0495,2023-07-18,1967.57,Electronics,New York,Debit
CUST0131,2023-04-11,1868.85,,Phoenix,paypal
CUST0216,2022-02-22,1962.97,,Phoenix,Credit Card
CUST0199,2022-05-24,354.02,Home,,Credit Card
CUST0036,2023-07-16,1065.8,Grocery,,Credit Card
CUST0352,2022-02-10,1781.54,Electronics,New York,Credit Card
CUST0320,2022-10-19,853.9,Books,los angeles,cash
CUST0385,2023-07-20,700.64,Books,los angeles,Credit Card
CUST0163,2022-06-25,1609.48,Beauty,los angeles,cash
CUST0489,2023-08-08,1478.32,Toys,,CRD
CUST0127,2022-08-15,476.47,Grocery,los angeles,Debit
CUST0002,2022-11-12,864.74,Beauty,HOUSTON,Debit
CUST0434,2023-12-31,882.71,Grocery,,CRD
CUST0385,2023-07-09,1527.76,Books,,CRD
CUST0449,2022-11-26,31.64,,Phoenix,CRD
CUST0311,2022-05-28,1403.95,Beauty,los angeles,CRD
CUST0161,2022-10-08,490.02,Toys,los angeles,CRD
CUST0241,2023-12-04,1869.88,Books,,
CUST0366,2023-02-03,1139.03,Home,HOUSTON,Credit Card
CUST0371,2023-03-11,169.82,Toys,Chicago,Debit
CUST0467,2023-05-06,307.78,Books,,cash
CUST0307,2022-07-20,1690.26,Beauty,Chicago,Credit Card
CUST0047,2022-06-12,175.68,,New York,paypal
CUST0478,2022-06-02,579.24,Beauty,Chicago,Debit
CUST0160,2022-03-10,455.95,Clothing,Phoenix,Credit Card
CUST0401,2024-01-29,343.65,,HOUSTON,CRD
CUST0121 ,2023-09-10,1422.18,Clothing,,Credit Card
CUST0401,2022-05-08,1555.91,,,paypal
CUST0079,2022-07-11,483.75,Electronics,Chicago,Debit
CUST0263,2023-05-28,1004.06,Electronics,HOUSTON,Debit
CUST0241,2022-05-16,476.27,Home,Phoenix,paypal
CUST0233,2022-04-23,1423.99,Grocery,,cash
CUST0035,2022-05-20,-8.85,,Phoenix,CRD
CUST0203,2024-01-14,801.84,,HOUSTON,
CUST0182,2023-08-15,1433.9,Beauty,,paypal
CUST0209,2024-05-28,994.45,Electronics,los angeles,Credit Card
CUST0189,2022-04-29,1204.84,Beauty,HOUSTON,CRD
CUST0013,2022-07-23,1498.13,Books,HOUSTON,
CUST0231,2024-03-20,1515.1,Grocery,,paypal
cust0073,2023-03-26,498.37,Beauty,HOUSTON,
CUST0452,2022-05-14,825.76,Electronics,los angeles,Debit
CUST0473,2023-01-19,96.77,,HOUSTON,
CUST0040,2022-12-30,1640.4,,HOUSTON,Credit Card
CUST0445,2022-03-11,698.49,Books,Chicago,cash
CUST0052,2023-12-30,1118.8,Electronics,New York,cash
CUST0267,2023-04-05,800.86,,Chicago,cash
CUST0189,2023-06-14,1167.1,,,CRD
CUST0264 ,2024-01-17,1495.36,,New York,Debit
CUST0194,2024-01-02,874.12,Toys,los angeles,Debit
CUST0101,2023-01-29,544.28,Books,New York,Credit Card
CUST0489,2023-03-05,1134.28,Beauty,,Debit
CUST0291,2022-08-04,-8.86,Clothing,los angeles,Credit Card
CUST0248,2022-08-13,931.3,Grocery,,CRD
CUST0343,2022-12-17,1229.76,Home,,CRD
CUST0133,2023-07-16,1777.23,Home,,
CUST0080,2024-05-05,1430.29,,,paypal
CUST0399,2022-08-20,1628.01,Beauty,HOUSTON,paypal
CUST0261,2024-01-12,1982.54,Electronics,Phoenix,paypal
CUST0132,2022-06-01,1105.58,Books,los angeles,CRD
CUST0475,2023-07-10,1006.75,Beauty,,CRD
CUST0170,2022-09-06,316.52,,,Credit Card
CUST0475,2023-03-23,805.91,Beauty,los angeles,CRD
CUST0016,2023-01-15,227.64,Books,HOUSTON,CRD
CUST0203,2023-02-20,854.51,Books,Chicago,Debit
CUST0085,2023-09-05,647.56,Beauty,,Credit Card
CUST0043,2022-01-09,291.59,Beauty,HOUSTON,Credit Card
CUST0407,2023-10-26,295.29,Electronics,New York,CRD
CUST0069,2024-05-13,727.2,Home,,cash
CUST0085,2022-12-05,,Clothing,New York,cash
CUST0473,2022-06-24,1793.08,,New York,paypal
CUST0316,2022-03-15,1661.92,Toys,los angeles,Credit Card
CUST0437,2023-10-21,1549.91,,New York,CRD
CUST0353,2023-02-07,1702.83,Grocery,,CRD
CUST0184,2022-11-10,580.24,Beauty,HOUSTON,Debit
CUST0434,2022-12-01,413.2,,los angeles,
CUST0041,2022-05-01,286.84,,los angeles,Debit
CUST0145,2023-12-06,633.1,Books,,CRD
CUST0063,2023-11-16,1884.58,,,cash
CUST0364,2023-04-30,1308.93,Home,los angeles,CRD
CUST0034 ,2024-04-02,496.89,Grocery,,CRD
CUST0495,2023-12-28,1723.77,,los angeles,paypal
CUST0363,2022-11-19,1915.71,Grocery,New York,Debit
CUST0213,2022-12-09,287.82,Grocery,los angeles,cash
CUST0491,2022-07-27,1438.78,Beauty,New York,Credit Card
CUST0365,2023-09-22,739.78,Electronics,New York,CRD
CUST0497,2022-08-05,287.09,,Chicago,cash
CUST0271,2023-09-20,1852.42,Books,HOUSTON,
CUST0233,2023-08-29,1089.72,,,CRD
CUST0171 ,2024-03-21,116.22,Beauty,HOUSTON,cash
CUST0473,2023-08-29,438.03,Toys,Chicago,
CUST0419,2023-08-17,500.83,Toys,New York,cash
CUST0114,2023-04-06,470.35,Electronics,HOUSTON,Credit Card
CUST0411,2023-07-03,1626.99,,HOUSTON,Credit Card
CUST0488,2024-02-25,1276.44,Toys,,cash
CUST0255,2022-08-07,1063.52,,Chicago,Credit Card
CUST0474,2023-07-29,1448.7,Grocery,Phoenix,
CUST0351,2022-12-03,1290.15,,New York,Credit Card
CUST0384,2022-06-23,1311.49,Toys,HOUSTON,Debit
CUST0105,2023-01-06,186.18,Toys,Chicago,cash
CUST0328,2022-06-09,1745.17,Electronics,los angeles,Credit Card
CUST0407,2022-10-04,1929.94,Clothing,,CRD
CUST0257,2024-03-09,1064.53,,New York,CRD
CUST0143,2022-12-31,1575.89,Home,los angeles,CRD
CUST0280,2024-01-13,26.64,Clothing,New York,Debit
CUST0083,2023-12-08,1064.97,,,
CUST0175,2024-03-22,1511.08,Clothing,,cash
CUST0207,2022-07-14,1238.36,,,cash
CUST0035,2024-02-02,445.77,,Phoenix,CRD
CUST0329,2022-02-12,63.12,Books,New York,cash
CUST0341,2023-10-27,670.84,Electronics,Chicago,CRD
CUST0432,2023-06-18,1118.44,Clothing,Phoenix,Debit
CUST0284,2024-01-14,1520.78,Clothing,Phoenix,Credit Card
CUST0327,2022-11-16,1069.53,Beauty,Chicago,Credit Card
CUST0029,2023-11-12,1927.8,Grocery,,paypal
CUST0079,2024-05-20,818.18,Clothing,Phoenix,paypal
CUST0158,2023-02-21,35.69,Toys,Chicago,Debit
CUST0446,2023-06-22,1201.84,Clothing,Chicago,Credit Card
CUST0136,2022-11-22,1775.7,Grocery,Phoenix,Debit
CUST0041,2022-10-11,616.09,,,cash
CUST0041,2023-07-17,1869.77,,Chicago,cash
CUST0052,2024-02-10,1860.88,Toys,HOUSTON,Credit Card
CUST0138,2022-05-21,128.18,Electronics,New York,CRD
CUST0415,2023-07-09,204.85,Grocery,Phoenix,cash
CUST0127,2022-06-22,362.11,Clothing,,Credit Card
CUST0374,2022-06-23,,,los angeles,CRD
CUST0268,2023-08-14,1587.27,Books,HOUSTON,cash
CUST0221,2023-11-14,770.77,,Chicago,paypal
CUST0499,2023-08-16,568.2,Books,Phoenix,Credit Card
CUST0131,2023-05-25,-7.08,Clothing,HOUSTON,cash
CUST0130,2023-08-14,360.56,Clothing,,Debit
CUST0021,2022-09-13,1487.21,Clothing,,CRD
CUST0112,2022-04-26,1144.9,Books,,Credit Card
CUST0008,2022-12-16,404.73,Grocery,los angeles,
CUST0064,2022-11-29,1954.27,Beauty,,cash
CUST0228,2024-05-28,1266.45,Books,HOUSTON,paypal
CUST0341,2023-11-10,477.96,,Chicago,CRD
CUST0002,2022-06-12,113.42,Electronics,,CRD
CUST0105,2022-10-22,272.8,Toys,los angeles,CRD
CUST0243,2023-06-27,121.24,,Chicago,paypal
CUST0231,2022-10-10,1677.33,Beauty,Chicago,Debit
CUST0225,2022-01-18,1559.83,,HOUSTON,Debit
CUST0283,2022-05-29,210.75,Home,Phoenix,paypal
CUST0140,2023-06-13,1596.92,Beauty,New York,Credit Card
CUST0454,2022-10-17,496.72,Books,,
CUST0439,2024-03-29,1848.11,Grocery,,CRD
CUST0002,2022-01-21,648.03,,HOUSTON,cash
CUST0247,2022-04-22,1462.56,Beauty,Chicago,
CUST0301,2023-02-16,1336.37,Home,New York,CRD
CUST0101,2022-11-29,82.06,Home,Chicago,CRD
CUST0273,2022-08-22,855.95,,New York,
CUST0290,2022-08-25,815.58,Electronics,los angeles,CRD
CUST0379,2023-11-29,1979.45,,HOUSTON,
CUST0378,2023-01-15,184.68,Toys,New York,cash
CUST0144,2023-04-06,1785.14,Clothing,Chicago,Debit
CUST0048,2024-03-21,1192.63,Books,New York,CRD
CUST0278,2024-02-15,1388.7,Electronics,,CRD
CUST0111,2022-12-05,191.19,,Phoenix,Debit
CUST0143 ,2023-01-01,1504.19,,,Debit
CUST0050,2023-08-09,32.94,Toys,los angeles,Debit
CUST0120,2024-01-21,350.58,Books,los angeles,Debit
CUST0032,2022-08-20,1233.48,Electronics,New York,
CUST0105,2024-02-14,1759.13,Toys,,
CUST0353,2022-06-12,942.2,Electronics,los angeles,paypal
CUST0090,2023-03-07,208.13,Grocery,los angeles,Credit Card
CUST0056,2023-12-18,1623.33,Toys,,cash
CUST0453,2023-08-29,1796.94,Home,HOUSTON,Debit
CUST0305,2023-08-04,423.33,,HOUSTON,Debit
CUST0407,2022-11-20,513.06,Books,,Credit Card
CUST0152,2023-07-03,924.39,Clothing,,cash
CUST0356,2022-02-25,451.77,,,Credit Card
CUST0203,2023-08-18,1422.02,Grocery,New York,cash
CUST0449,2022-05-10,473.37,Electronics,Phoenix,cash
CUST0038,2023-07-20,157.97,,Phoenix,Credit Card
CUST0171,2024-04-27,348.4,Beauty,HOUSTON,Debit
CUST0405,2023-10-14,169.66,Grocery,Phoenix,CRD
CUST0370,2022-03-24,1472.86,Home,HOUSTON,Debit
CUST0434,2022-02-03,1528.61,Electronics,,
CUST0442,2022-02-01,158.1,Grocery,,
CUST0300,2023-12-06,372.75,Clothing,HOUSTON,cash
CUST0030,2024-02-06,1936.97,Electronics,,Debit
CUST0161,2022-04-28,1587.33,,,paypal
CUST0134,2023-07-13,1623.66,,HOUSTON,paypal
CUST0467,2022-06-04,343.21,Toys,Phoenix,cash
CUST0161,2022-02-11,1009.36,,New York,Credit Card
CUST0002,2022-09-09,749.57,Home,New York,paypal
CUST0141,2023-02-19,749.22,Clothing,los angeles,CRD
CUST0138,2022-11-26,732.83,Electronics,Chicago,paypal
CUST0402,2024-01-18,74.17,Electronics,,CRD
CUST0107,2023-09-09,1710.61,,HOUSTON,cash
CUST0009,2024-03-08,1268.85,,los angeles,Debit
CUST0138,2022-05-06,1729.16,Toys,,cash
CUST0285,2024-01-27,-0.01,Toys,,
CUST0486,2022-09-12,1026.48,Beauty,,Debit
CUST0033,2022-09-06,301.27,Clothing,los angeles,
CUST0348,2022-06-24,1038.66,Toys,HOUSTON,paypal
CUST0125,2024-02-14,1431.15,Home,,
CUST0221,2022-11-14,1921.16,Toys,New York,CRD
CUST0421,2023-10-09,773.66,Home,,paypal
CUST0444,2022-07-11,800.59,Books,,
CUST0279,2022-10-28,375.26,Electronics,,Credit Card
CUST0158,2022-10-14,1724.8,,Phoenix,cash
cust0471,2022-04-22,730.43,,,cash
CUST0426,2022-12-06,1448.24,Grocery,HOUSTON,cash
CUST0032,2022-12-15,65.46,Electronics,,paypal
CUST0470,2024-02-23,1646.11,Books,,cash
CUST0162,2022-05-06,783.39,Books,,Debit
CUST0047,2023-09-07,904.04,,,Credit Card
CUST0311,2022-09-04,1182.57,Books,HOUSTON,Debit
CUST0330,2022-08-20,68.81,Beauty,,Credit Card
CUST0490,2024-02-08,1219.87,,HOUSTON,paypal
CUST0049,2023-05-28,1715.34,,,cash
CUST0006,2022-08-02,1638.9,Electronics,Phoenix,Credit Card
CUST0213,2022-05-11,1673.57,,New York,Debit
CUST0171,2023-12-21,989.68,Toys,,cash
CUST0372,2022-01-04,1763.39,Books,HOUSTON,paypal
CUST0178,2022-03-01,143.27,Clothing,,Credit Card
CUST0328,2022-10-21,208.8,Toys,los angeles,Debit
CUST0245,2022-01-28,1168.98,Beauty,los angeles,Debit
CUST0081,2023-09-14,1199.95,Grocery,New York,Debit
CUST0172,2022-03-20,175.37,Electronics,,
CUST0151,2023-07-03,808.57,Electronics,,paypal
CUST0399,2022-09-01,979.67,Beauty,HOUSTON,CRD
CUST0381 ,2022-04-30,1490.15,Beauty,,Credit Card
CUST0484,2022-02-26,1035.72,Books,Chicago,CRD
CUST0312,2024-02-21,44.81,Grocery,,CRD
CUST0482,2022-04-13,1905.1,Books,Chicago,paypal
CUST0419,2023-07-18,358.64,Clothing,HOUSTON,
CUST0218,2023-10-22,1803.86,Books,Phoenix,paypal
cust0494,2023-07-22,-0.03,,HOUSTON,Debit
CUST0122,2023-11-15,1824.58,,los angeles,CRD
CUST0120,2023-09-22,1444.95,Electronics,New York,
CUST0354,2023-09-13,1642.74,,Chicago,cash
CUST0034,2022-10-20,1143.92,Electronics,,CRD
CUST0299,2023-02-17,1510.0,Beauty,,cash
CUST0193,2023-11-04,585.79,,,cash
CUST0382,2023-11-26,1519.78,,New York,cash
CUST0275,2023-08-17,762.04,Books,los angeles,paypal
CUST0151 ,2022-11-14,1134.66,Books,los angeles,Debit
CUST0430,2024-04-19,438.29,Grocery,,CRD
CUST0287,2022-02-26,809.72,Electronics,Phoenix,CRD
CUST0328,2024-02-22,829.58,Electronics,,CRD
CUST0111,2024-01-12,448.5,Books,Chicago,
CUST0465,2022-09-07,1796.03,,los angeles,
CUST0388 ,2022-10-19,1654.31,Home,HOUSTON,
CUST0073,2023-08-03,1216.11,Home,New York,cash
CUST0402,2023-08-28,1523.84,,,Debit
CUST0137,2023-07-18,758.69,Beauty,Chicago,CRD
CUST0473,2022-01-16,1119.21,Beauty,New York,
CUST0452,2022-07-14,1612.54,Home,Phoenix,paypal
CUST0385,2024-05-13,376.0,Toys,HOUSTON,cash
CUST0301,2022-11-15,1698.02,Toys,,Credit Card
CUST0427,2023-05-05,1502.19,Electronics,New York,
CUST0223,2023-02-03,115.84,Electronics,New York,CRD
CUST0039,2022-07-17,1626.77,Home,,Credit Card
CUST0034,2022-02-27,1220.26,Toys,New York,paypal
CUST0038,2022-11-26,99.19,Beauty,,Debit
CUST0268,2023-08-20,1898.34,Beauty,,Debit
CUST0189,2022-10-14,532.94,,HOUSTON,CRD
CUST0201,2024-01-02,1885.29,Grocery,,CRD
CUST0211,2023-09-03,265.76,Electronics,Phoenix,Credit Card
CUST0252,2024-04-25,943.02,Beauty,New York,Debit
CUST0478,2024-02-27,1553.26,Electronics,HOUSTON,cash
CUST0135,2022-07-19,388.86,,los angeles,Credit Card
CUST0489,2023-01-02,1426.99,Grocery,los angeles,paypal
CUST0206,2023-07-12,1853.61,,New York,Debit
CUST0461,2023-11-26,194.33,Grocery,New York,CRD
CUST0385,2024-04-24,1021.72,Home,los angeles,CRD
CUST0294,2023-01-21,233.74,Books,HOUSTON,Credit Card
CUST0280,2022-09-28,1181.04,Grocery,,cash
CUST0073,2022-10-29,1015.64,Clothing,HOUSTON,paypal
CUST0028,2022-07-29,1360.92,Clothing,HOUSTON,CRD
CUST0475,2023-04-20,1479.24,,,cash
